Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Type_Combined
FDM39,6.42,0,0.053553794,4,178.6002,OUT049,1,0,1,3582.004,22,1
NCY41,16.75,0,0.075889215,8,37.6532,OUT045,1,1,1,575.2512,19,2
NCL31,7.39,0,0.120280989,11,142.747,OUT046,2,0,1,3149.234,24,2
NCJ31,19.2,0,0.182653772,11,243.0196,OUT046,2,0,1,3374.2744,24,2
FDO23,12.792854228644284,0,0.25637539,1,94.8436,OUT019,2,0,0,567.2616,36,1
FDN56,5.46,1,0.107036943,6,144.2786,OUT035,2,1,1,288.9572,17,1
FDF04,17.5,0,0.0,5,258.3304,OUT013,0,2,1,3358.2952,34,1
FDJ44,12.3,1,0.106238768,6,176.1396,OUT013,0,2,1,3663.2316,34,1
FDS50,17.0,0,0.055545797,4,220.5114,OUT045,1,1,1,5321.0736,19,1
NCQ41,12.792854228644284,0,0.019386057,8,194.5794,OUT027,1,2,3,3511.4292,36,2
FDA49,19.7,0,0.064921764,3,88.1198,OUT046,2,0,1,1744.396,24,1
NCZ06,19.6,0,0.094694278,9,254.9698,OUT017,1,1,1,2536.698,14,2
NCM43,14.5,0,0.019554705,11,162.421,OUT018,1,2,2,1957.452,12,2
FDH19,19.35,0,0.033060937,10,172.4738,OUT013,0,2,1,1911.5118,34,1
FDS15,9.195,1,0.078181964,10,106.7596,OUT049,1,0,1,4098.6648,22,1
FDO50,16.25,0,0.0,3,90.2804,OUT018,1,2,2,1653.8472,12,1
FDJ20,20.7,1,0.100583009,6,123.5388,OUT018,1,2,2,1981.4208,12,1
NCI31,20.0,0,0.136124989,11,38.319,OUT010,1,2,0,146.476,23,2
FDU20,12.792854228644284,1,0.021353642,6,122.1098,OUT027,1,2,3,3374.2744,36,1
DRK13,11.8,0,0.115167579,14,199.8084,OUT046,2,0,1,2380.9008,24,0
DRJ24,11.8,0,0.113559058,14,184.2924,OUT045,1,1,1,1850.924,19,0
FDI20,19.1,0,0.038641968,6,212.1586,OUT045,1,1,1,5909.6408,19,1
FDF10,15.5,1,0.157246634,13,145.6418,OUT045,1,1,1,2207.127,19,1
FDQ45,9.5,1,0.010917052,13,185.3608,OUT046,2,0,1,2021.3688,24,1
FDQ10,12.85,0,0.033172957,13,172.0422,OUT035,2,1,1,5345.7082,17,1
FDM36,11.65,1,0.058719726,0,171.1422,OUT035,2,1,1,2931.5174,17,1
FDN12,15.6,0,0.0,0,111.8544,OUT018,1,2,2,1454.1072,12,1
FDD50,18.85,0,0.141524348,3,168.4132,OUT013,0,2,1,2874.9244,34,1
FDG17,6.865,1,0.035895934,5,244.4486,OUT049,1,0,1,6353.0636,22,1
FDY58,11.65,0,0.039980644,13,227.3694,OUT049,1,0,1,4567.388,22,1
NCK29,12.792854228644284,0,0.0,8,123.473,OUT019,2,0,0,369.519,36,2
FDM32,20.5,0,0.0,6,90.883,OUT010,1,2,0,89.883,23,1
FDL46,20.35,0,0.054056927,13,116.8466,OUT046,2,0,1,2356.932,24,1
FDC51,10.895,1,0.009636821,4,121.873,OUT049,1,0,1,2463.46,22,1
FDF16,7.3,0,0.086266286,5,147.2076,OUT049,1,0,1,1921.4988,22,1
NCV54,11.1,0,0.033081389,9,116.5124,OUT013,0,2,1,1066.6116,34,2
FDE35,7.06,1,0.043989429,15,60.2904,OUT045,1,1,1,644.4944,19,1
FDA23,9.8,0,0.047178116,0,99.4016,OUT035,2,1,1,2428.8384,17,1
FDI46,9.5,0,0.074496043,13,251.9724,OUT045,1,1,1,2516.724,19,1
FDZ21,17.6,1,0.039189221,13,97.341,OUT013,0,2,1,965.41,34,1
DRK13,11.8,0,0.115819014,14,198.3084,OUT017,1,1,1,4563.3932,14,0
FDX36,9.695,1,0.129008866,0,226.9404,OUT017,1,1,1,2700.4848,14,1
FDY22,16.5,1,0.160371305,13,143.9128,OUT018,1,2,2,1581.9408,12,1
FDR32,12.792854228644284,1,0.085392428,6,226.7694,OUT027,1,2,3,6165.9738,36,1
DRF25,9.0,0,0.038925251,14,34.919,OUT046,2,0,1,476.047,24,0
FDK20,12.6,1,0.041557653,6,124.5072,OUT046,2,0,1,2450.144,24,1
DRI11,12.792854228644284,0,0.060237465,7,115.9834,OUT019,2,0,0,345.5502,36,0
FDH05,14.35,1,0.091098018,5,233.5984,OUT045,1,1,1,1853.5872,19,1
FDA46,13.6,0,0.117874024,13,193.6136,OUT045,1,1,1,4471.5128,19,1
DRD24,13.85,0,0.030795085,14,143.3154,OUT046,2,0,1,1985.4156,24,0
FDL39,16.1,1,0.063689583,4,181.9318,OUT017,1,1,1,5954.2494,14,1
FDD52,18.25,1,0.184041545,4,110.157,OUT018,1,2,2,1867.569,12,1
FDR55,12.15,1,0.13283066,6,190.6872,OUT017,1,1,1,2269.0464,14,1
DRI13,15.35,0,0.020441939,14,216.4508,OUT017,1,1,1,5426.27,14,0
FDG31,12.792854228644284,0,0.037712875,10,64.4826,OUT027,1,2,3,2518.7214,36,1
FDP04,15.35,0,0.013840784,5,65.2168,OUT045,1,1,1,958.752,19,1
FDH35,18.25,0,0.060198496,15,162.9526,OUT013,0,2,1,1151.1682,34,1
NCB42,11.8,0,0.008559557,8,117.2492,OUT035,2,1,1,2432.8332,17,2
FDQ14,9.27,0,0.061883353,4,147.905,OUT049,1,0,1,1647.855,22,1
FDI19,12.792854228644284,0,0.052085615,10,242.8512,OUT027,1,2,3,5816.4288,36,1
FDJ55,12.8,1,0.039385992,10,224.8404,OUT010,1,2,0,1575.2828,23,1
DRN59,15.0,0,0.064241345,7,45.206,OUT049,1,0,1,792.302,22,0
NCR06,12.5,0,0.006759519,9,42.8112,OUT013,0,2,1,639.168,34,2
NCF42,17.35,0,0.167243769,9,176.2712,OUT013,0,2,1,2988.1104,34,2
FDG24,7.975,0,0.01469075,0,84.725,OUT018,1,2,2,1747.725,12,1
FDB58,10.5,1,0.013551445,13,142.0154,OUT018,1,2,2,2410.8618,12,1
FDQ56,12.792854228644284,0,0.105085956,6,82.3908,OUT027,1,2,3,3691.1952,36,1
NCV41,14.35,0,0.017038777,8,112.5228,OUT046,2,0,1,1989.4104,24,2
FDW19,12.35,1,0.038718195,6,110.657,OUT017,1,1,1,2087.283,14,1
FDO56,10.195,1,0.075291577,6,119.1808,OUT010,1,2,0,351.5424,23,1
FDI41,18.5,1,0.0,5,148.7418,OUT045,1,1,1,2501.4106,19,1
FDN10,11.5,0,0.0,13,119.5124,OUT018,1,2,2,829.5868,12,1
FDY20,12.5,1,0.082085787,6,92.2488,OUT018,1,2,2,1358.232,12,1
DRM37,12.792854228644284,0,0.095931002,14,198.5768,OUT027,1,2,3,6897.688,36,0
FDV34,10.695,1,0.011448629,13,72.9038,OUT045,1,1,1,1034.6532,19,1
NCX18,14.15,0,0.00879232,9,195.011,OUT035,2,1,1,1964.11,17,2
FDY10,17.6,0,0.049167388,13,114.9176,OUT045,1,1,1,1946.7992,19,1
NCZ17,12.792854228644284,0,0.079046992,8,39.8506,OUT027,1,2,3,1480.0734,36,2
FDT12,6.215,1,0.049580407,0,227.4062,OUT013,0,2,1,5191.2426,34,1
FDD57,18.1,0,0.022399592,6,96.0094,OUT046,2,0,1,1808.9786,24,1
FDK45,11.65,0,0.033926852,12,111.586,OUT045,1,1,1,3395.58,19,1
FDJ57,7.42,1,0.021617397,12,185.0582,OUT045,1,1,1,5201.2296,19,1
NCI31,20.0,0,0.0814536,11,36.819,OUT049,1,0,1,768.999,22,2
FDZ48,17.75,0,0.07607772,0,112.4544,OUT049,1,0,1,2348.9424,22,1
FDI16,14.0,1,0.135775701,5,54.564,OUT046,2,0,1,1597.92,24,1
FDZ31,15.35,1,0.0,6,193.0504,OUT049,1,0,1,2492.7552,22,1
DRG15,6.13,0,0.076891526,4,61.5536,OUT045,1,1,1,796.2968,19,0
FDX36,9.695,1,0.128543405,0,226.5404,OUT045,1,1,1,4500.808,19,1
FDD40,20.25,1,0.014793357,4,191.5162,OUT046,2,0,1,3078.6592,24,1
FDA04,12.792854228644284,1,0.066406853,5,259.7962,OUT027,1,2,3,5697.9164,36,1
FDL21,15.85,1,0.007140468,13,40.848,OUT013,0,2,1,679.116,34,1
FDS21,19.85,1,0.020858779,13,62.8194,OUT013,0,2,1,928.791,34,1
DRF23,4.61,0,0.123346085,7,172.5396,OUT017,1,1,1,3663.2316,14,0
FDM46,7.365,0,0.159937597,13,93.912,OUT035,2,1,1,1304.968,17,1
DRG49,12.792854228644284,0,0.067128641,14,242.8486,OUT027,1,2,3,3420.8804,36,0
FDG26,18.85,0,0.042736348,3,255.933,OUT045,1,1,1,3844.995,19,1
FDR51,12.792854228644284,1,0.172629683,10,148.4708,OUT027,1,2,3,3761.77,36,1
FDV39,11.3,0,0.007278512,10,196.7426,OUT035,2,1,1,2768.3964,17,1
FDC39,7.405,0,0.0,4,205.7296,OUT017,1,1,1,4570.0512,14,1
FDP45,15.7,1,0.03079807,13,252.9724,OUT017,1,1,1,3020.0688,14,1
FDC56,7.72,0,0.12152072,6,118.244,OUT046,2,0,1,958.752,24,1
FDK38,6.65,0,0.053591345,3,149.7734,OUT017,1,1,1,2375.5744,14,1
NCJ29,10.6,0,0.035163639,8,84.4224,OUT013,0,2,1,852.224,34,2
NCF19,12.792854228644284,0,0.061470858,9,48.6034,OUT019,2,0,0,145.8102,36,2
FDG59,15.85,0,0.043226398,15,37.5164,OUT035,2,1,1,270.3148,17,1
FDE59,12.15,0,0.062640143,15,36.6532,OUT017,1,1,1,251.6724,14,1
FDB04,11.35,1,0.06358394,4,89.4856,OUT017,1,1,1,1142.5128,14,1
NCK05,20.1,0,0.077389797,8,60.8536,OUT013,0,2,1,1347.5792,34,2
FDR03,15.7,1,0.00878535,10,204.998,OUT017,1,1,1,5366.348,14,1
FDQ03,12.792854228644284,1,0.136592891,10,238.0248,OUT019,2,0,0,711.0744,36,1
FDC59,16.7,1,0.054937907,15,64.2168,OUT017,1,1,1,1661.8368,14,1
DRB13,6.115,1,0.007084185,14,191.153,OUT017,1,1,1,3415.554,14,0
NCE54,20.7,0,0.027052013,9,73.9354,OUT017,1,1,1,1655.1788,14,2
FDC10,9.8,1,0.072863893,13,118.6098,OUT035,2,1,1,843.5686,17,1
FDR46,12.792854228644284,0,0.244102315,13,148.076,OUT019,2,0,0,146.476,36,1
FDA10,20.35,0,0.141789197,13,121.9072,OUT035,2,1,1,1347.5792,17,1
FDP23,12.792854228644284,0,0.035414528,1,218.2166,OUT027,1,2,3,3701.1822,36,1
FDJ41,6.85,0,0.022864238,5,260.0594,OUT013,0,2,1,6018.1662,34,1
FDL46,20.35,0,0.054011943,13,116.5466,OUT013,0,2,1,1885.5456,34,1
FDX33,9.195,1,0.117462619,13,158.9578,OUT035,2,1,1,2246.4092,17,1
NCL29,9.695,0,0.11411658,8,158.8604,OUT049,1,0,1,4436.8912,22,2
FDE16,12.792854228644284,0,0.046124444,5,206.7954,OUT019,2,0,0,833.5816,36,1
FDM57,11.65,1,0.075849167,13,85.1908,OUT046,2,0,1,2181.1608,24,1
FDZ36,6.035,1,0.065729039,0,188.324,OUT013,0,2,1,1491.392,34,1
NCW42,18.2,0,0.097865088,9,221.8456,OUT010,1,2,0,884.1824,23,2
NCI54,12.792854228644284,0,0.058827583,9,110.4912,OUT019,2,0,0,436.7648,36,2
DRK01,7.63,0,0.061313057,14,93.3436,OUT018,1,2,2,1323.6104,12,0
FDX10,6.385,1,0.123961415,13,33.2874,OUT045,1,1,1,141.1496,19,1
FDO46,9.6,1,0.014270394,13,187.3872,OUT018,1,2,2,2647.2208,12,1
FDD16,20.5,0,0.060847634,5,75.0696,OUT010,1,2,0,149.1392,23,1
FDZ20,12.792854228644284,0,0.0,6,253.0356,OUT027,1,2,3,11445.102,36,1
NCI18,18.35,0,0.014103354,9,225.4746,OUT017,1,1,1,1346.2476,14,2
DRI25,19.6,0,0.033901442,14,56.2614,OUT046,2,0,1,773.6596,24,0
FDY44,14.15,1,0.024454052,6,197.211,OUT045,1,1,1,3731.809,19,1
FDW38,12.792854228644284,1,0.0,4,55.9298,OUT019,2,0,0,107.8596,36,1
FDY33,12.792854228644284,1,0.096730427,13,159.0262,OUT027,1,2,3,5887.6694,36,1
DRH51,17.6,0,0.097198194,4,89.8856,OUT035,2,1,1,351.5424,17,0
FDT32,19.0,1,0.066005186,6,188.4214,OUT017,1,1,1,2826.321,14,1
FDI50,8.42,1,0.030890618,3,228.7352,OUT049,1,0,1,5954.9152,22,1
FDB60,9.3,0,0.028498354,0,195.8136,OUT013,0,2,1,2332.9632,34,1
FDP09,19.75,0,0.033883448,13,213.2902,OUT035,2,1,1,4247.804,17,1
FDA20,6.78,0,0.066565644,6,185.324,OUT013,0,2,1,3914.904,34,1
NCX05,12.792854228644284,0,0.169943195,8,116.2492,OUT019,2,0,0,115.8492,36,2
DRF37,17.25,0,0.0,14,263.591,OUT045,1,1,1,788.973,19,0
FDJ26,15.3,1,0.084765192,3,215.0218,OUT046,2,0,1,1923.4962,24,1
FDZ25,15.7,1,0.027617046,3,168.279,OUT046,2,0,1,4074.696,24,1
FDZ58,17.85,0,0.052166995,13,121.7072,OUT035,2,1,1,2817.6656,17,1
FDZ50,12.792854228644284,1,0.0,4,184.2608,OUT027,1,2,3,6064.1064,36,1
NCG18,15.3,0,0.038460297,9,104.0332,OUT010,1,2,0,205.0664,23,2
FDZ56,16.25,0,0.025789175,6,166.9474,OUT045,1,1,1,2863.6058,19,1
FDH50,15.0,1,0.161301097,3,185.1266,OUT013,0,2,1,2213.1192,34,1
DRO35,13.85,0,0.034640466,7,116.1492,OUT045,1,1,1,1274.3412,19,0
DRH51,12.792854228644284,0,0.0,4,89.1856,OUT027,1,2,3,2109.2544,36,0
FDS19,13.8,1,0.064307102,6,77.3012,OUT049,1,0,1,1593.9252,22,1
NCM06,7.475,0,0.076036381,9,153.9656,OUT018,1,2,2,2625.9152,12,2
FDP52,18.7,1,0.071091591,5,228.601,OUT017,1,1,1,4823.721,14,1
FDK02,12.5,0,0.187841082,3,119.244,OUT010,1,2,0,119.844,23,1
FDG59,15.85,0,0.043234574,15,38.3164,OUT046,2,0,1,540.6296,24,1
FDN20,12.792854228644284,0,0.026055106,6,169.5474,OUT027,1,2,3,4211.185,36,1
FDO57,20.75,0,0.109153001,13,161.3578,OUT018,1,2,2,4492.8184,12,1
NCJ30,5.82,0,0.08062523,9,168.379,OUT035,2,1,1,1188.453,17,2
FDQ31,5.785,1,0.0901292,6,89.8856,OUT010,1,2,0,175.7712,23,1
FDC05,13.1,1,0.098938169,5,195.7768,OUT049,1,0,1,4138.6128,22,1
FDM08,10.1,1,0.0,6,225.1088,OUT013,0,2,1,3579.3408,34,1
NCA41,16.75,0,0.032580547,8,192.1162,OUT035,2,1,1,3848.324,17,2
FDK15,12.792854228644284,0,0.097937252,10,98.9042,OUT027,1,2,3,4960.21,36,1
FDX56,17.1,1,0.0,6,208.5638,OUT049,1,0,1,5383.6588,22,1
FDT21,7.42,0,0.020391845,13,248.9092,OUT046,2,0,1,2241.0828,24,1
FDQ46,7.51,0,0.103813029,13,113.7544,OUT046,2,0,1,671.1264,24,1
FDS01,12.792854228644284,0,0.031069203,3,179.6686,OUT019,2,0,0,177.7686,36,1
FDW34,12.792854228644284,0,0.062294473,13,242.417,OUT019,2,0,0,486.034,36,1
FDX07,19.2,1,0.022914478,6,181.195,OUT035,2,1,1,2380.235,17,1
FDN13,18.6,0,0.152058281,2,99.9358,OUT046,2,0,1,201.0716,24,1
NCP02,7.105,0,0.044991294,9,59.2562,OUT018,1,2,2,651.8182,12,2
FDT48,4.92,0,0.046214971,0,199.8084,OUT017,1,1,1,3968.168,14,1
FDZ49,11.0,1,0.13312044,3,221.5798,OUT035,2,1,1,4187.2162,17,1
NCJ17,7.68,0,0.255348289,8,84.4224,OUT010,1,2,0,170.4448,23,2
FDB17,13.15,0,0.036879539,5,181.3976,OUT017,1,1,1,3078.6592,14,1
FDP48,7.52,1,0.044202545,0,182.995,OUT018,1,2,2,4394.28,12,1
FDI53,8.895,1,0.137858955,5,162.1236,OUT049,1,0,1,2577.9776,22,1
FDW02,4.805,1,0.037668051,4,126.7704,OUT013,0,2,1,2628.5784,34,1
FDL20,12.792854228644284,0,0.224837308,6,112.7886,OUT019,2,0,0,222.3772,36,1
FDV32,7.785,0,0.089069748,6,62.751,OUT018,1,2,2,1707.777,12,1
FDG38,8.975,1,0.053027398,3,86.0224,OUT017,1,1,1,1278.336,14,1
NCB31,12.792854228644284,0,0.118099673,9,262.891,OUT027,1,2,3,5522.811,36,2
FDF52,9.3,0,0.0,5,182.9292,OUT017,1,1,1,4013.4424,14,1
FDB15,10.895,0,0.137023446,4,263.7568,OUT049,1,0,1,7646.0472,22,1
FDO48,15.0,1,0.026950104,0,220.9456,OUT018,1,2,2,1768.3648,12,1
NCR53,12.15,0,0.0,8,224.4404,OUT018,1,2,2,5626.01,12,2
FDF56,16.7,1,0.119362812,6,180.3976,OUT013,0,2,1,3078.6592,34,1
FDL57,15.1,1,0.067350054,13,257.3304,OUT018,1,2,2,3874.956,12,1
NCC31,8.02,0,0.0,9,157.7972,OUT013,0,2,1,1713.7692,34,2
FDE33,19.35,1,0.049712775,6,78.2644,OUT049,1,0,1,1492.7236,22,1
FDV52,20.7,1,0.122208091,5,119.7466,OUT017,1,1,1,4006.7844,14,1
FDR46,12.792854228644284,0,0.138742518,13,147.476,OUT027,1,2,3,3368.948,36,1
DRE12,4.59,0,0.070780558,14,114.586,OUT046,2,0,1,1245.046,24,0
FDD57,18.1,0,0.037492325,6,95.5094,OUT010,1,2,0,95.2094,23,1
NCS41,12.85,0,0.053527105,8,185.1608,OUT049,1,0,1,2388.8904,22,2
NCY41,16.75,0,0.076164013,8,34.0532,OUT017,1,1,1,575.2512,14,2
FDV22,14.85,1,0.009995002,13,154.463,OUT017,1,1,1,3755.112,14,1
FDF12,8.235,0,0.08259502,0,149.1076,OUT045,1,1,1,1182.4608,19,1
FDM13,6.425,0,0.063122753,2,131.3626,OUT013,0,2,1,262.3252,34,1
FDQ56,6.59,0,0.105597316,6,83.4908,OUT046,2,0,1,1342.2528,24,1
FDW55,12.792854228644284,1,0.021863506,6,247.0092,OUT027,1,2,3,5478.2024,36,1
NCT29,12.792854228644284,0,0.063800266,8,123.0414,OUT027,1,2,3,4629.9732,36,2
NCX42,6.36,0,0.006012413,9,163.0526,OUT017,1,1,1,1644.526,14,2
FDR24,17.35,1,0.063207198,0,89.383,OUT017,1,1,1,1258.362,14,1
NCS42,8.6,0,0.069809115,9,90.5146,OUT017,1,1,1,729.7168,14,2
FDL40,17.7,0,0.011660463,5,96.541,OUT018,1,2,2,2220.443,12,1
FDD47,7.6,1,0.142410775,15,171.9448,OUT046,2,0,1,3749.7856,24,1
DRE03,19.6,0,0.024226902,4,48.7718,OUT046,2,0,1,236.359,24,0
NCM18,12.792854228644284,0,0.082440705,9,61.3194,OUT027,1,2,3,2043.3402,36,2
FDF52,9.3,0,0.066918731,5,184.2292,OUT045,1,1,1,1641.8628,19,1
NCG43,20.2,0,0.074390007,9,91.4462,OUT045,1,1,1,1943.4702,19,2
FDE20,11.35,1,0.005530516,6,171.179,OUT046,2,0,1,4923.591,24,1
FDI33,16.5,0,0.028579565,13,90.3146,OUT017,1,1,1,2554.0088,14,1
NCT06,17.1,0,0.038705317,9,165.0842,OUT013,0,2,1,2320.9788,34,2
FDY24,4.88,1,0.0,0,53.1298,OUT035,2,1,1,808.947,17,1
FDZ33,10.195,0,0.108004532,13,148.7076,OUT017,1,1,1,1330.2684,14,1
FDJ55,12.8,1,0.023626808,10,223.2404,OUT018,1,2,2,2475.4444,12,1
FDE45,12.792854228644284,0,0.070660449,6,180.4002,OUT019,2,0,0,716.4008,36,1
FDD44,8.05,1,0.078719835,6,258.5646,OUT018,1,2,2,3091.9752,12,1
FDD10,20.6,1,0.046208155,13,178.0344,OUT018,1,2,2,1605.9096,12,1
FDA39,6.32,0,0.012769753,10,39.9822,OUT018,1,2,2,78.5644,12,1
FDB36,5.465,1,0.048486801,0,131.2626,OUT013,0,2,1,3410.2276,34,1
FDK52,18.25,0,0.132596101,5,226.2062,OUT010,1,2,0,677.1186,23,1
FDJ36,14.5,1,0.128459481,0,102.0332,OUT049,1,0,1,2050.664,22,1
NCB55,15.7,0,0.161317495,9,57.5562,OUT018,1,2,2,829.5868,12,2
NCK18,9.6,0,0.011211251,9,166.9184,OUT010,1,2,0,660.4736,23,2
FDX27,20.7,1,0.114294512,4,94.9436,OUT049,1,0,1,1229.0668,22,1
FDB08,6.055,0,0.031103357,6,159.9578,OUT046,2,0,1,2727.7826,24,1
FDX43,5.655,0,0.085274988,6,165.05,OUT046,2,0,1,2330.3,24,1
FDA20,6.78,0,0.066892471,6,186.424,OUT018,1,2,2,1304.968,12,1
FDC04,12.792854228644284,0,0.078764059,4,241.3854,OUT019,2,0,0,483.3708,36,1
FDG17,6.865,1,0.036042939,5,244.4486,OUT017,1,1,1,4153.9262,14,1
FDU58,6.61,1,0.04855968,13,188.4898,OUT010,1,2,0,187.0898,23,1
FDP24,12.792854228644284,0,0.082602127,0,120.9756,OUT027,1,2,3,3877.6192,36,1
NCT29,12.6,0,0.064240743,8,121.9414,OUT045,1,1,1,1462.0968,19,2
FDB08,6.055,0,0.031230059,6,160.3578,OUT018,1,2,2,1765.0358,12,1
NCB43,20.2,0,0.100114941,9,188.3898,OUT045,1,1,1,3554.7062,19,2
FDL09,12.792854228644284,1,0.22417463,13,168.8816,OUT019,2,0,0,167.7816,36,1
DRK49,14.15,0,0.035943717,14,40.5138,OUT046,2,0,1,446.7518,24,0
FDR37,16.5,1,0.06619442,2,184.4292,OUT013,0,2,1,3101.2964,34,1
FDG56,13.3,1,0.071439051,6,61.0536,OUT035,2,1,1,1898.8616,17,1
FDE34,9.195,0,0.108059141,13,181.7634,OUT049,1,0,1,6179.9556,22,1
FDE16,12.792854228644284,0,0.026216144,5,207.5954,OUT027,1,2,3,6668.6528,36,1
FDT58,9.0,0,0.085938463,13,168.6816,OUT035,2,1,1,1342.2528,17,1
FDR03,15.7,1,0.008734284,10,207.898,OUT035,2,1,1,3095.97,17,1
NCL30,18.1,0,0.049016517,9,128.7336,OUT049,1,0,1,2173.1712,22,2
FDT22,12.792854228644284,0,0.111554381,13,59.822,OUT027,1,2,3,1677.816,36,1
FDP45,15.7,1,0.030672457,13,253.1724,OUT049,1,0,1,5285.1204,22,1
FDS15,9.195,1,0.077995641,10,107.1596,OUT013,0,2,1,2804.3496,34,1
FDF16,12.792854228644284,0,0.085715273,5,146.6076,OUT027,1,2,3,1773.6912,36,1
FDL13,13.85,1,0.056432784,2,234.93,OUT045,1,1,1,4660.6,19,1
NCV30,20.2,0,0.066200667,9,61.451,OUT018,1,2,2,126.502,12,2
FDG33,12.792854228644284,1,0.245542627,12,172.2764,OUT019,2,0,0,171.7764,36,1
FDO10,13.65,1,0.0127517,13,55.5588,OUT046,2,0,1,1603.2464,24,1
FDQ03,15.0,1,0.077949334,10,238.7248,OUT013,0,2,1,2133.2232,34,1
NCC55,10.695,0,0.064022881,9,36.0848,OUT018,1,2,2,372.848,12,2
FDD52,12.792854228644284,1,0.182407266,4,109.157,OUT027,1,2,3,1867.569,36,1
FDI16,14.0,1,0.136328794,5,54.864,OUT018,1,2,2,319.584,12,1
FDB44,6.655,0,0.016958832,6,210.0586,OUT046,2,0,1,4221.172,24,1
FDA25,16.5,1,0.068125756,3,101.199,OUT046,2,0,1,1031.99,24,1
FDV33,9.6,1,0.02734361,13,257.8304,OUT046,2,0,1,1808.3128,24,1
FDX47,6.55,1,0.034658144,1,155.8288,OUT049,1,0,1,1099.9016,22,1
FDO50,16.25,0,0.0,3,89.8804,OUT017,1,1,1,1102.5648,14,1
FDV57,15.25,1,0.065841719,13,179.866,OUT013,0,2,1,2696.49,34,1
FDB02,9.695,1,0.029158763,3,174.537,OUT035,2,1,1,1235.059,17,1
FDD16,12.792854228644284,0,0.063649582,5,74.7696,OUT019,2,0,0,74.5696,36,1
FDX02,16.0,0,0.05706009,4,225.0404,OUT046,2,0,1,4950.8888,24,1
FDP11,15.85,0,0.11566015,1,218.3166,OUT010,1,2,0,435.4332,23,1
FDH32,12.792854228644284,0,0.075691713,6,98.241,OUT027,1,2,3,2220.443,36,1
NCL18,18.85,0,0.167844438,9,193.9136,OUT049,1,0,1,3110.6176,22,2
FDT12,6.215,1,0.049722335,0,224.5062,OUT045,1,1,1,4514.124,19,1
FDD50,12.792854228644284,0,0.14095631,3,167.7132,OUT027,1,2,3,3889.6036,36,1
NCU05,11.8,0,0.058827557,8,80.8618,OUT049,1,0,1,1288.9888,22,2
FDI56,7.325,0,0.093765794,6,90.3146,OUT018,1,2,2,1733.0774,12,1
DRL11,10.5,0,0.048092816,7,159.2946,OUT049,1,0,1,1893.5352,22,0
FDQ08,15.7,1,0.018968743,6,61.9536,OUT045,1,1,1,1225.072,19,1
FDW20,12.792854228644284,0,0.024032484,6,124.973,OUT027,1,2,3,2463.46,36,1
FDW46,13.0,1,0.070444232,13,63.4484,OUT045,1,1,1,1043.9744,19,1
FDO09,13.5,1,0.125469442,13,264.491,OUT049,1,0,1,6574.775,22,1
DRJ49,6.865,0,0.01405025,14,128.9652,OUT018,1,2,2,1679.1476,12,0
FDP26,7.785,0,0.139436695,4,103.0306,OUT013,0,2,1,2404.2038,34,1
FDO19,17.7,1,0.016593506,6,46.9034,OUT035,2,1,1,972.068,17,1
NCG43,20.2,0,0.124261614,9,93.6462,OUT010,1,2,0,277.6386,23,2
FDG02,7.855,0,0.011261165,3,189.5188,OUT046,2,0,1,1904.188,24,1
FDO32,6.36,0,0.120520818,6,45.906,OUT035,2,1,1,419.454,17,1
FDR34,17.0,1,0.015965308,13,229.4352,OUT046,2,0,1,4809.7392,24,1
FDU59,5.78,0,0.096386227,1,163.5552,OUT046,2,0,1,1787.0072,24,1
FDN31,11.5,0,0.073029341,6,187.953,OUT045,1,1,1,2656.542,19,1
FDT55,12.792854228644284,1,0.043443753,6,158.1946,OUT027,1,2,3,6942.9624,36,1
FDE08,18.2,0,0.049520593,6,147.3734,OUT018,1,2,2,2375.5744,12,1
FDK52,18.25,0,0.079152918,5,223.8062,OUT013,0,2,1,4288.4178,34,1
FDW11,12.6,0,0.048741487,1,60.4194,OUT013,0,2,1,990.7104,34,1
FDC03,8.575,1,0.071958197,4,195.3794,OUT049,1,0,1,3511.4292,22,1
FDR43,18.2,0,0.162147349,6,37.719,OUT018,1,2,2,549.285,12,1
FDL14,8.115,1,0.05382735,3,155.2972,OUT010,1,2,0,311.5944,23,1
FDP39,12.65,0,0.069565759,10,52.4324,OUT045,1,1,1,571.2564,19,1
FDG29,12.792854228644284,0,0.056019324,5,40.0454,OUT027,1,2,3,419.454,36,1
DRH15,8.775,0,0.109911272,4,41.9428,OUT046,2,0,1,1537.998,24,0
FDT11,5.94,1,0.029366813,1,187.7556,OUT035,2,1,1,3755.112,17,1
FDU48,18.85,0,0.055347985,0,131.5284,OUT035,2,1,1,1581.9408,17,1
FDY12,9.8,1,0.0,0,49.2008,OUT013,0,2,1,657.8104,34,1
FDS44,12.65,1,0.156926608,6,238.3538,OUT017,1,1,1,5528.1374,14,1
NCP06,20.7,0,0.039405676,9,149.8366,OUT018,1,2,2,2267.049,12,2
DRH23,14.65,0,0.170176516,7,55.2614,OUT013,0,2,1,718.3982,34,0
FDA16,12.792854228644284,0,0.033777629,5,222.8456,OUT027,1,2,3,7073.4592,36,1
FDT45,15.85,0,0.057546914,13,55.8956,OUT018,1,2,2,491.3604,12,1
